,segment_id
4589,864691132779078154
4592,864691132948560743
4596,864691132705134898
4603,864691132728951965
4609,864691132831966574
4610,864691132592907517
4617,864691132895596502
4628,864691133119261797
4638,864691132987380770
4656,864691132604553413
4657,864691132717897715
4675,864691132779107199
4700,864691132752063998
4708,864691132839479302
4724,864691132744105604
4726,864691132735743536
4732,864691132644346956
4756,864691132821325567
4761,864691132752600180
4763,864691132738569371
4770,864691132758229556
4778,864691132546000706
4783,864691132990602229
4793,864691132653854972
4802,864691132763055039
4815,864691132653582454
4816,864691132808024457
4817,864691133246128464
4836,864691132710149957
4847,864691132749955303
4858,864691132733070131
4867,864691132680809952
4873,864691132649696679
4878,864691133043055136
4885,864691132808957577
4891,864691132636766193
4892,864691132668192045
4894,864691132563174884
4900,864691132606209989
4906,864691132928964584
4910,864691132702645394
4917,864691132719830881
4919,864691132725496989
4926,864691133143717968
4946,864691132656399063
4951,864691132576896781
4957,864691132760434282
4962,864691132563041764
4965,864691132633588238
4967,864691132669114129
4982,864691132681547941
4983,864691132950020938
5010,864691132807173122
5019,864691132808156041
5020,864691132694997339
5026,864691132663407267
5031,864691132592719927
5032,864691132767526049
5035,864691133034482722
5036,864691132728075248
5048,864691132799478237
5052,864691132818921232
5054,864691132903559918
5058,864691132698305080
5063,864691132681536165
5068,864691132828236548
5084,864691132924936885
5085,864691132668201384
5093,864691132679624761
5095,864691132596354367
5101,864691132831579300
5106,864691132714206991
5114,864691132773338004
5124,864691132826117282
5125,864691132682710949
5137,864691132689698824
5145,864691132717537039
5155,864691132646449575
5159,864691132664310442
5162,864691132707148326
5179,864691132739275860
5181,864691132782014039
5193,864691132661584452
5194,864691132760840071
5212,864691132615671361
5230,864691132561528014
5241,864691132973309493
5244,864691132642307454
5256,864691132731261824
5257,864691132615931610
5262,864691132686714120
5264,864691133062245704
5278,864691132937470430
5281,864691132966572141
5284,864691132807347202
5291,864691132877002487
5306,864691132683168196
5307,864691132561738958
5310,864691132654419910
5320,864691132659432933
5323,864691132832458888
5335,864691132641836730
5344,864691132903664110
5348,864691132716807338
5375,864691132644644918
5377,864691132559528164
5382,864691132825546899
5387,864691132698228024
5412,864691132689342728
5414,864691132767815036
5418,864691133031170770
5420,864691132661059652
5421,864691132710809925
5428,864691132680707016
5433,864691132641152054
5440,864691132608729723
5454,864691132806448161
5459,864691132716027099
5465,864691132702787730
5467,864691132825282466
5488,864691133047258980
5493,864691132770229885
5498,864691132667085142
5503,864691132743372124
5506,864691132799731607
5508,864691132894731494
5513,864691132644362060
5522,864691132817189648
5533,864691132678461011
5542,864691132806483489
5546,864691132695096809
5550,864691133009442512
5570,864691132719829345
5576,864691132783957842
5588,864691132770811041
5599,864691132608710267
5607,864691132871020520
5609,864691132802123957
5619,864691132997021621
5629,864691132801223133
5644,864691132787899082
5645,864691132696035114
5652,864691132928972264
5673,864691132762872255
5687,864691132698479179
5690,864691132653434230
5693,864691132856203042
5706,864691132966970221
5710,864691132670510252
5720,864691132851309315
5727,864691132732147479
5754,864691132726747643
5769,864691132905286992
5771,864691132860834485
5781,864691132740888254
5797,864691133313558608
5808,864691132655358691
5809,864691132805608697
5812,864691132833753493
5819,864691132782171122
